Date,Dragino Door Sensor,Dragino Window 1 Sensor,Dragino Window 2 Sensor,humidity,co2,temperature,motion,light,occupancy,soundAvg,soundPeak,ltrCnt,rtlCnt
2023-09-29 02:20:00+00:00,0.0,0.0,0.0,44.0,480.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:25:00+00:00,0.0,0.0,0.0,44.0,501.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:30:00+00:00,0.0,0.0,0.0,44.0,488.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:35:00+00:00,0.0,0.0,0.0,44.0,504.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:40:00+00:00,0.0,0.0,0.0,44.0,479.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:45:00+00:00,0.0,0.0,0.0,44.0,503.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:50:00+00:00,0.0,0.0,0.0,44.0,496.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 02:55:00+00:00,0.0,0.0,0.0,43.0,491.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:00:00+00:00,0.0,0.0,0.0,43.0,498.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:05:00+00:00,0.0,0.0,0.0,43.0,491.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:10:00+00:00,0.0,0.0,0.0,43.0,506.0,22.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 03:15:00+00:00,0.0,0.0,0.0,43.0,484.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:20:00+00:00,0.0,0.0,0.0,43.0,494.0,22.9,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:25:00+00:00,0.0,0.0,0.0,43.0,491.0,22.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 03:30:00+00:00,0.0,0.0,0.0,43.0,507.0,22.8,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:35:00+00:00,0.0,0.0,0.0,43.0,502.0,22.8,0.0,0.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:40:00+00:00,1.0,0.0,0.0,43.0,487.0,22.9,0.0,7.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:45:00+00:00,0.0,0.0,0.0,43.0,509.0,22.8,4.0,369.0,1.0,41.0,64.0,1.0,1.0
2023-09-29 03:50:00+00:00,1.0,0.0,1.0,43.0,501.0,22.8,0.0,368.0,0.0,40.0,59.0,0.0,0.0
2023-09-29 03:55:00+00:00,0.0,0.0,0.0,43.0,530.0,22.9,7.0,369.0,1.0,42.0,82.0,1.0,0.0
2023-09-29 04:00:00+00:00,0.0,0.0,0.0,43.0,520.0,22.8,10.0,368.0,1.0,46.0,70.0,0.0,0.0
2023-09-29 04:05:00+00:00,0.0,0.0,0.0,43.0,558.0,22.8,0.0,368.0,0.0,41.0,63.0,0.0,1.0
2023-09-29 04:10:00+00:00,0.0,0.0,0.0,43.0,535.0,22.8,0.0,367.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:15:00+00:00,0.0,0.0,0.0,43.0,540.0,22.8,0.0,7.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:20:00+00:00,0.0,0.0,0.0,43.0,563.0,22.9,0.0,7.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:25:00+00:00,1.0,0.0,0.0,43.0,531.0,22.8,0.0,7.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:30:00+00:00,0.0,0.0,0.0,43.0,526.0,22.9,4.0,369.0,1.0,44.0,71.0,0.0,0.0
2023-09-29 04:35:00+00:00,0.0,0.0,0.0,43.0,561.0,22.9,0.0,369.0,1.0,62.0,76.0,3.0,4.0
2023-09-29 04:40:00+00:00,0.0,0.0,0.0,43.0,561.0,22.9,0.0,369.0,0.0,43.0,67.0,0.0,0.0
2023-09-29 04:45:00+00:00,0.0,0.0,0.0,43.0,551.0,22.9,0.0,8.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:50:00+00:00,1.0,0.0,1.0,43.0,531.0,22.9,0.0,8.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 04:55:00+00:00,0.0,0.0,1.0,43.0,552.0,22.9,1.0,370.0,1.0,44.0,85.0,0.0,0.0
2023-09-29 05:00:00+00:00,0.0,0.0,1.0,42.0,555.0,22.5,0.0,372.0,0.0,45.0,64.0,0.0,0.0
2023-09-29 05:05:00+00:00,0.0,0.0,1.0,42.0,536.0,22.2,0.0,373.0,0.0,47.0,59.0,0.0,0.0
2023-09-29 05:10:00+00:00,0.0,0.0,1.0,43.0,549.0,21.9,0.0,367.0,0.0,47.0,64.0,0.0,0.0
2023-09-29 05:15:00+00:00,0.0,1.0,0.0,43.0,540.0,21.7,0.0,368.0,0.0,47.0,63.0,0.0,0.0
2023-09-29 05:20:00+00:00,0.0,1.0,0.0,43.0,546.0,21.5,0.0,370.0,0.0,47.0,59.0,0.0,0.0
2023-09-29 05:25:00+00:00,1.0,0.0,0.0,44.0,540.0,21.5,0.0,372.0,0.0,45.0,60.0,0.0,0.0
2023-09-29 05:30:00+00:00,0.0,0.0,0.0,44.0,555.0,21.5,7.0,381.0,1.0,41.0,62.0,1.0,1.0
2023-09-29 05:35:00+00:00,0.0,0.0,0.0,44.0,544.0,21.6,0.0,383.0,0.0,41.0,62.0,2.0,2.0
2023-09-29 05:40:00+00:00,0.0,0.0,0.0,44.0,562.0,21.8,0.0,378.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 05:45:00+00:00,0.0,0.0,0.0,44.0,576.0,22.0,0.0,379.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 05:50:00+00:00,0.0,0.0,0.0,44.0,586.0,22.1,0.0,382.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 05:55:00+00:00,0.0,0.0,0.0,43.0,563.0,22.2,0.0,383.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 06:00:00+00:00,0.0,0.0,0.0,43.0,588.0,22.3,0.0,385.0,0.0,43.0,67.0,0.0,0.0
2023-09-29 06:05:00+00:00,0.0,0.0,0.0,43.0,588.0,22.4,0.0,387.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 06:10:00+00:00,0.0,0.0,0.0,43.0,576.0,22.4,0.0,388.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 06:15:00+00:00,0.0,0.0,0.0,43.0,583.0,22.5,0.0,392.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 06:20:00+00:00,1.0,0.0,0.0,43.0,575.0,22.6,0.0,309.0,0.0,41.0,60.0,0.0,0.0
2023-09-29 06:25:00+00:00,1.0,0.0,0.0,43.0,598.0,22.6,0.0,408.0,1.0,41.0,59.0,0.0,0.0
2023-09-29 06:30:00+00:00,0.0,0.0,0.0,43.0,597.0,22.7,4.0,423.0,1.0,43.0,65.0,2.0,2.0
2023-09-29 06:35:00+00:00,0.0,0.0,1.0,43.0,595.0,22.7,4.0,425.0,1.0,52.0,66.0,1.0,0.0
2023-09-29 06:40:00+00:00,0.0,0.0,1.0,43.0,641.0,22.7,10.0,431.0,1.0,49.0,81.0,0.0,0.0
2023-09-29 06:45:00+00:00,1.0,0.0,1.0,43.0,580.0,22.6,0.0,438.0,0.0,47.0,61.0,0.0,0.0
2023-09-29 06:50:00+00:00,1.0,0.0,1.0,44.0,547.0,22.3,1.0,454.0,1.0,47.0,61.0,0.0,0.0
2023-09-29 06:55:00+00:00,0.0,0.0,1.0,44.0,531.0,22.1,4.0,459.0,1.0,48.0,65.0,1.0,1.0
2023-09-29 07:00:00+00:00,1.0,0.0,1.0,45.0,547.0,21.9,1.0,468.0,0.0,47.0,59.0,0.0,0.0
2023-09-29 07:05:00+00:00,1.0,0.0,1.0,45.0,531.0,21.8,1.0,479.0,1.0,46.0,60.0,0.0,1.0
2023-09-29 07:10:00+00:00,0.0,0.0,0.0,46.0,523.0,21.7,4.0,483.0,1.0,47.0,63.0,1.0,1.0
2023-09-29 07:15:00+00:00,1.0,0.0,0.0,46.0,532.0,21.7,0.0,487.0,0.0,48.0,66.0,1.0,0.0
2023-09-29 07:20:00+00:00,0.0,0.0,0.0,46.0,535.0,21.8,5.0,491.0,1.0,44.0,72.0,1.0,2.0
2023-09-29 07:25:00+00:00,0.0,0.0,0.0,46.0,572.0,22.0,0.0,496.0,2.0,45.0,62.0,0.0,0.0
2023-09-29 07:30:00+00:00,1.0,0.0,0.0,46.0,609.0,22.2,0.0,502.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 07:35:00+00:00,1.0,0.0,0.0,46.0,602.0,22.3,1.0,513.0,1.0,42.0,61.0,0.0,1.0
2023-09-29 07:40:00+00:00,0.0,0.0,0.0,46.0,611.0,22.5,2.0,519.0,1.0,44.0,63.0,3.0,1.0
2023-09-29 07:45:00+00:00,1.0,0.0,0.0,46.0,671.0,22.6,0.0,531.0,2.0,40.0,60.0,0.0,0.0
2023-09-29 07:50:00+00:00,1.0,0.0,0.0,46.0,734.0,22.7,2.0,542.0,1.0,45.0,71.0,1.0,0.0
2023-09-29 07:55:00+00:00,1.0,0.0,0.0,46.0,784.0,22.7,2.0,551.0,1.0,42.0,70.0,0.0,0.0
2023-09-29 08:00:00+00:00,1.0,0.0,0.0,46.0,799.0,22.8,2.0,576.0,1.0,41.0,61.0,2.0,2.0
2023-09-29 08:05:00+00:00,1.0,0.0,0.0,46.0,827.0,22.9,2.0,596.0,1.0,41.0,73.0,2.0,3.0
2023-09-29 08:10:00+00:00,1.0,0.0,0.0,46.0,807.0,23.0,4.0,617.0,1.0,50.0,70.0,1.0,1.0
2023-09-29 08:15:00+00:00,0.0,0.0,0.0,46.0,828.0,23.0,2.0,644.0,1.0,46.0,63.0,1.0,1.0
2023-09-29 08:20:00+00:00,1.0,0.0,0.0,46.0,880.0,23.1,0.0,676.0,2.0,42.0,61.0,1.0,0.0
2023-09-29 08:25:00+00:00,0.0,0.0,0.0,46.0,895.0,23.2,2.0,712.0,1.0,41.0,61.0,0.0,1.0
2023-09-29 08:30:00+00:00,1.0,0.0,0.0,46.0,884.0,23.3,0.0,748.0,2.0,41.0,61.0,0.0,0.0
2023-09-29 08:35:00+00:00,0.0,0.0,0.0,46.0,916.0,23.4,5.0,782.0,1.0,42.0,59.0,2.0,1.0
2023-09-29 08:40:00+00:00,0.0,0.0,0.0,46.0,937.0,23.4,0.0,812.0,2.0,42.0,63.0,0.0,0.0
2023-09-29 08:45:00+00:00,1.0,0.0,0.0,47.0,966.0,23.5,0.0,844.0,2.0,42.0,59.0,0.0,0.0
2023-09-29 08:50:00+00:00,1.0,0.0,0.0,47.0,965.0,23.6,0.0,880.0,1.0,42.0,59.0,0.0,0.0
2023-09-29 08:55:00+00:00,1.0,0.0,0.0,47.0,992.0,23.6,2.0,904.0,1.0,43.0,70.0,1.0,1.0
2023-09-29 09:00:00+00:00,1.0,0.0,0.0,47.0,983.0,23.7,3.0,915.0,1.0,42.0,59.0,0.0,1.0
2023-09-29 09:05:00+00:00,0.0,0.0,0.0,46.0,972.0,23.8,6.0,952.0,1.0,44.0,68.0,6.0,4.0
2023-09-29 09:10:00+00:00,0.0,0.0,0.0,46.0,941.0,23.8,0.0,1002.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 09:15:00+00:00,0.0,0.0,0.0,46.0,942.0,23.9,0.0,1012.0,2.0,42.0,64.0,0.0,0.0
2023-09-29 09:20:00+00:00,0.0,0.0,0.0,46.0,958.0,23.9,0.0,1044.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 09:25:00+00:00,0.0,0.0,0.0,46.0,968.0,24.0,0.0,1053.0,2.0,42.0,59.0,0.0,0.0
2023-09-29 09:30:00+00:00,1.0,0.0,1.0,45.0,939.0,24.0,0.0,1083.0,2.0,42.0,59.0,0.0,0.0
2023-09-29 09:35:00+00:00,1.0,0.0,1.0,45.0,922.0,24.0,1.0,1016.0,1.0,45.0,71.0,1.0,0.0
2023-09-29 09:40:00+00:00,1.0,0.0,1.0,44.0,765.0,24.0,4.0,1030.0,1.0,49.0,66.0,2.0,1.0
2023-09-29 09:45:00+00:00,1.0,0.0,1.0,44.0,725.0,24.0,4.0,1014.0,1.0,50.0,72.0,2.0,1.0
2023-09-29 09:50:00+00:00,1.0,0.0,1.0,43.0,748.0,24.1,1.0,1027.0,1.0,45.0,69.0,0.0,1.0
2023-09-29 09:55:00+00:00,1.0,0.0,1.0,43.0,729.0,24.1,4.0,961.0,1.0,45.0,68.0,1.0,1.0
2023-09-29 10:00:00+00:00,1.0,0.0,1.0,43.0,717.0,24.2,3.0,1040.0,1.0,45.0,59.0,1.0,1.0
2023-09-29 10:05:00+00:00,0.0,0.0,1.0,43.0,748.0,24.2,4.0,1104.0,1.0,49.0,64.0,1.0,0.0
2023-09-29 10:10:00+00:00,0.0,0.0,1.0,43.0,767.0,24.3,0.0,1133.0,2.0,56.0,68.0,2.0,3.0
2023-09-29 10:15:00+00:00,1.0,0.0,1.0,43.0,783.0,24.4,1.0,1077.0,2.0,55.0,68.0,0.0,0.0
2023-09-29 10:20:00+00:00,1.0,0.0,1.0,43.0,783.0,24.4,1.0,1077.0,1.0,53.0,66.0,1.0,0.0
2023-09-29 10:25:00+00:00,1.0,0.0,1.0,42.0,787.0,24.5,1.0,1088.0,1.0,53.0,67.0,0.0,1.0
2023-09-29 10:30:00+00:00,1.0,0.0,1.0,42.0,783.0,24.5,1.0,1093.0,1.0,51.0,66.0,0.0,0.0
2023-09-29 10:35:00+00:00,1.0,0.0,1.0,42.0,791.0,24.6,4.0,875.0,1.0,52.0,66.0,2.0,2.0
2023-09-29 10:40:00+00:00,1.0,0.0,1.0,42.0,777.0,24.6,12.0,1119.0,1.0,49.0,72.0,2.0,3.0
2023-09-29 10:45:00+00:00,0.0,0.0,1.0,42.0,727.0,24.7,2.0,1117.0,1.0,47.0,76.0,3.0,4.0
2023-09-29 10:50:00+00:00,0.0,0.0,1.0,41.0,697.0,24.7,0.0,1113.0,2.0,44.0,59.0,0.0,0.0
2023-09-29 10:55:00+00:00,0.0,0.0,1.0,41.0,632.0,24.7,0.0,1098.0,2.0,44.0,59.0,0.0,0.0
2023-09-29 11:00:00+00:00,1.0,0.0,0.0,40.0,614.0,24.7,0.0,1100.0,2.0,44.0,59.0,0.0,0.0
2023-09-29 11:05:00+00:00,0.0,0.0,0.0,40.0,576.0,24.7,3.0,1110.0,1.0,45.0,76.0,0.0,0.0
2023-09-29 11:10:00+00:00,0.0,0.0,0.0,40.0,567.0,24.8,0.0,1112.0,2.0,42.0,66.0,0.0,0.0
2023-09-29 11:15:00+00:00,0.0,0.0,0.0,40.0,566.0,24.8,0.0,920.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 11:20:00+00:00,0.0,0.0,0.0,40.0,581.0,24.9,0.0,918.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 11:25:00+00:00,0.0,0.0,0.0,40.0,556.0,24.9,0.0,910.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 11:30:00+00:00,1.0,0.0,0.0,39.0,547.0,25.0,0.0,892.0,2.0,41.0,59.0,0.0,0.0
2023-09-29 11:35:00+00:00,1.0,1.0,0.0,39.0,541.0,25.0,1.0,1049.0,1.0,41.0,59.0,1.0,1.0
2023-09-29 11:40:00+00:00,0.0,1.0,0.0,39.0,550.0,25.1,1.0,1053.0,1.0,46.0,64.0,1.0,0.0
2023-09-29 11:45:00+00:00,0.0,1.0,0.0,39.0,548.0,25.0,0.0,1050.0,2.0,45.0,59.0,0.0,0.0
2023-09-29 11:50:00+00:00,1.0,1.0,0.0,39.0,544.0,25.0,0.0,902.0,2.0,47.0,60.0,0.0,0.0
2023-09-29 11:55:00+00:00,1.0,1.0,1.0,39.0,534.0,25.0,3.0,985.0,1.0,48.0,67.0,1.0,1.0
2023-09-29 12:00:00+00:00,1.0,1.0,1.0,39.0,527.0,25.0,2.0,990.0,1.0,55.0,67.0,2.0,0.0
2023-09-29 12:05:00+00:00,1.0,1.0,1.0,39.0,512.0,24.9,3.0,955.0,1.0,50.0,70.0,0.0,1.0
2023-09-29 12:10:00+00:00,1.0,1.0,1.0,39.0,541.0,24.9,3.0,920.0,1.0,50.0,62.0,2.0,2.0
2023-09-29 12:15:00+00:00,1.0,1.0,1.0,39.0,560.0,24.9,2.0,810.0,1.0,49.0,63.0,0.0,2.0
2023-09-29 12:20:00+00:00,1.0,1.0,1.0,39.0,568.0,24.9,2.0,680.0,1.0,52.0,79.0,1.0,2.0
2023-09-29 12:25:00+00:00,0.0,1.0,1.0,38.0,570.0,24.9,1.0,644.0,1.0,50.0,62.0,0.0,0.0
2023-09-29 12:30:00+00:00,1.0,1.0,1.0,38.0,561.0,24.9,0.0,657.0,2.0,49.0,59.0,1.0,0.0
2023-09-29 12:35:00+00:00,0.0,1.0,1.0,38.0,551.0,24.9,1.0,664.0,1.0,49.0,59.0,0.0,0.0
2023-09-29 12:40:00+00:00,1.0,1.0,1.0,38.0,554.0,25.0,2.0,630.0,1.0,49.0,66.0,1.0,0.0
2023-09-29 12:45:00+00:00,1.0,1.0,1.0,38.0,543.0,25.0,2.0,562.0,1.0,49.0,70.0,0.0,1.0
2023-09-29 12:50:00+00:00,0.0,1.0,1.0,38.0,552.0,24.9,5.0,490.0,1.0,54.0,68.0,0.0,1.0
2023-09-29 12:55:00+00:00,0.0,1.0,1.0,38.0,504.0,24.9,0.0,498.0,2.0,55.0,68.0,1.0,0.0
2023-09-29 13:00:00+00:00,1.0,1.0,1.0,38.0,502.0,24.9,0.0,495.0,2.0,58.0,68.0,0.0,0.0
2023-09-29 13:05:00+00:00,1.0,1.0,1.0,38.0,532.0,24.9,3.0,444.0,1.0,54.0,67.0,0.0,1.0
2023-09-29 13:10:00+00:00,1.0,1.0,1.0,38.0,545.0,24.9,4.0,419.0,1.0,55.0,68.0,0.0,0.0
2023-09-29 13:15:00+00:00,0.0,1.0,1.0,38.0,568.0,24.9,0.0,428.0,2.0,53.0,65.0,4.0,3.0
2023-09-29 13:20:00+00:00,1.0,1.0,1.0,38.0,530.0,24.9,5.0,446.0,1.0,55.0,67.0,0.0,0.0
2023-09-29 13:25:00+00:00,0.0,1.0,1.0,38.0,563.0,24.9,2.0,449.0,1.0,57.0,69.0,1.0,0.0
2023-09-29 13:30:00+00:00,1.0,1.0,1.0,38.0,518.0,24.9,0.0,447.0,1.0,58.0,72.0,0.0,1.0
2023-09-29 13:35:00+00:00,0.0,1.0,1.0,38.0,539.0,24.9,2.0,442.0,1.0,58.0,68.0,0.0,0.0
2023-09-29 13:40:00+00:00,0.0,1.0,1.0,38.0,575.0,24.9,4.0,441.0,1.0,49.0,61.0,0.0,1.0
2023-09-29 13:45:00+00:00,1.0,1.0,1.0,38.0,553.0,25.0,9.0,422.0,1.0,49.0,66.0,0.0,0.0
2023-09-29 13:50:00+00:00,1.0,1.0,1.0,38.0,532.0,24.9,7.0,440.0,1.0,49.0,67.0,1.0,1.0
2023-09-29 13:55:00+00:00,0.0,1.0,1.0,37.0,528.0,24.9,1.0,437.0,1.0,49.0,61.0,0.0,0.0
2023-09-29 14:00:00+00:00,0.0,1.0,1.0,38.0,520.0,24.9,0.0,432.0,2.0,49.0,68.0,1.0,0.0
2023-09-29 14:05:00+00:00,0.0,1.0,1.0,38.0,516.0,24.8,0.0,73.0,2.0,48.0,61.0,0.0,0.0
2023-09-29 14:10:00+00:00,0.0,1.0,1.0,38.0,488.0,24.8,0.0,65.0,2.0,49.0,59.0,0.0,0.0
2023-09-29 14:15:00+00:00,0.0,1.0,1.0,38.0,507.0,24.8,0.0,62.0,2.0,49.0,67.0,0.0,0.0
2023-09-29 14:20:00+00:00,1.0,1.0,1.0,38.0,493.0,24.7,0.0,60.0,2.0,49.0,61.0,0.0,0.0
2023-09-29 14:25:00+00:00,0.0,1.0,1.0,38.0,464.0,24.7,1.0,426.0,1.0,49.0,59.0,0.0,1.0
2023-09-29 14:30:00+00:00,1.0,1.0,1.0,38.0,489.0,24.6,0.0,423.0,2.0,48.0,64.0,0.0,0.0
2023-09-29 14:35:00+00:00,0.0,1.0,1.0,38.0,483.0,24.6,1.0,423.0,1.0,49.0,64.0,0.0,0.0
2023-09-29 14:40:00+00:00,0.0,1.0,1.0,38.0,466.0,24.6,0.0,420.0,2.0,48.0,59.0,1.0,0.0
2023-09-29 14:45:00+00:00,0.0,1.0,1.0,38.0,460.0,24.5,0.0,52.0,2.0,49.0,64.0,0.0,0.0
2023-09-29 14:50:00+00:00,1.0,1.0,1.0,38.0,452.0,24.5,0.0,49.0,2.0,49.0,68.0,0.0,0.0
2023-09-29 14:55:00+00:00,1.0,1.0,1.0,39.0,454.0,24.5,1.0,416.0,1.0,48.0,60.0,0.0,1.0
2023-09-29 15:00:00+00:00,0.0,1.0,1.0,39.0,459.0,24.4,2.0,414.0,1.0,51.0,69.0,2.0,2.0
2023-09-29 15:05:00+00:00,0.0,1.0,1.0,39.0,463.0,24.4,0.0,410.0,2.0,49.0,60.0,0.0,0.0
2023-09-29 15:10:00+00:00,0.0,1.0,1.0,39.0,465.0,24.4,0.0,49.0,2.0,48.0,76.0,0.0,0.0
2023-09-29 15:15:00+00:00,0.0,1.0,1.0,39.0,459.0,24.3,0.0,47.0,2.0,48.0,61.0,0.0,0.0
2023-09-29 15:20:00+00:00,0.0,1.0,1.0,39.0,455.0,24.3,0.0,39.0,2.0,48.0,64.0,0.0,0.0
2023-09-29 15:25:00+00:00,0.0,1.0,1.0,40.0,464.0,24.2,0.0,36.0,2.0,48.0,59.0,0.0,0.0
2023-09-29 15:30:00+00:00,0.0,1.0,1.0,40.0,465.0,24.2,0.0,35.0,2.0,47.0,61.0,0.0,0.0
2023-09-29 15:35:00+00:00,0.0,1.0,1.0,40.0,476.0,24.2,0.0,31.0,2.0,49.0,63.0,0.0,0.0
2023-09-29 15:40:00+00:00,0.0,1.0,1.0,40.0,474.0,24.2,0.0,28.0,2.0,48.0,59.0,0.0,0.0
2023-09-29 15:45:00+00:00,0.0,1.0,1.0,40.0,469.0,24.1,0.0,26.0,2.0,49.0,66.0,0.0,0.0
2023-09-29 15:50:00+00:00,0.0,1.0,1.0,41.0,452.0,24.1,0.0,25.0,2.0,48.0,61.0,0.0,0.0
2023-09-29 15:55:00+00:00,0.0,1.0,1.0,41.0,463.0,24.0,0.0,22.0,2.0,50.0,73.0,0.0,0.0
2023-09-29 16:00:00+00:00,0.0,1.0,1.0,41.0,454.0,23.9,0.0,20.0,0.0,46.0,59.0,0.0,0.0
2023-09-29 16:05:00+00:00,0.0,1.0,1.0,42.0,451.0,23.9,0.0,18.0,0.0,48.0,59.0,0.0,0.0
2023-09-29 16:10:00+00:00,0.0,1.0,1.0,42.0,462.0,23.8,0.0,15.0,0.0,49.0,59.0,0.0,0.0
2023-09-29 16:15:00+00:00,0.0,1.0,1.0,42.0,465.0,23.8,0.0,12.0,0.0,49.0,61.0,0.0,0.0
2023-09-29 16:20:00+00:00,0.0,1.0,1.0,43.0,448.0,23.7,0.0,10.0,0.0,48.0,60.0,0.0,0.0
2023-09-29 16:25:00+00:00,0.0,1.0,1.0,43.0,459.0,23.6,0.0,7.0,0.0,49.0,61.0,0.0,0.0
2023-09-29 16:30:00+00:00,0.0,1.0,1.0,43.0,450.0,23.6,0.0,5.0,0.0,47.0,60.0,0.0,0.0
2023-09-29 16:35:00+00:00,1.0,1.0,1.0,43.0,459.0,23.5,0.0,3.0,0.0,48.0,61.0,0.0,0.0
2023-09-29 16:40:00+00:00,1.0,0.0,0.0,44.0,456.0,23.5,4.0,372.0,1.0,48.0,66.0,1.0,1.0
2023-09-29 16:45:00+00:00,0.0,0.0,0.0,44.0,454.0,23.4,4.0,372.0,1.0,46.0,69.0,1.0,1.0
2023-09-29 16:50:00+00:00,0.0,0.0,0.0,45.0,482.0,23.6,0.0,370.0,0.0,42.0,64.0,0.0,1.0
2023-09-29 16:55:00+00:00,0.0,0.0,0.0,45.0,463.0,23.7,0.0,8.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:00:00+00:00,0.0,0.0,0.0,45.0,472.0,23.7,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:05:00+00:00,0.0,0.0,0.0,45.0,445.0,23.8,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:10:00+00:00,0.0,0.0,0.0,45.0,469.0,23.8,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:15:00+00:00,0.0,0.0,0.0,45.0,464.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:20:00+00:00,0.0,0.0,0.0,45.0,464.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:25:00+00:00,0.0,0.0,0.0,45.0,452.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:30:00+00:00,0.0,0.0,0.0,45.0,457.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:35:00+00:00,0.0,0.0,0.0,45.0,467.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:40:00+00:00,0.0,0.0,0.0,45.0,476.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:45:00+00:00,0.0,0.0,0.0,45.0,462.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 17:50:00+00:00,0.0,0.0,0.0,46.0,477.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 17:55:00+00:00,0.0,0.0,0.0,46.0,463.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:00:00+00:00,0.0,0.0,0.0,46.0,456.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 18:05:00+00:00,0.0,0.0,0.0,46.0,462.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:10:00+00:00,0.0,0.0,0.0,46.0,454.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:15:00+00:00,0.0,0.0,0.0,46.0,453.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 18:20:00+00:00,0.0,0.0,0.0,46.0,470.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:25:00+00:00,0.0,0.0,0.0,46.0,453.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:30:00+00:00,0.0,0.0,0.0,46.0,465.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:35:00+00:00,0.0,0.0,0.0,46.0,461.0,23.9,0.0,0.0,0.0,42.0,59.0,0.0,0.0
2023-09-29 18:40:00+00:00,0.0,0.0,0.0,46.0,462.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:45:00+00:00,0.0,0.0,0.0,46.0,458.0,23.8,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:50:00+00:00,0.0,0.0,0.0,46.0,469.0,23.9,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 18:55:00+00:00,0.0,0.0,0.0,46.0,463.0,23.8,0.0,0.0,0.0,41.0,59.0,0.0,0.0
2023-09-29 19:00:00+00:00,0.0,0.0,0.0,46.0,490.0,23.8,0.0,0.0,0.0,41.0,59.0,0.0,0.0
