Date,Dragino Door Sensor,Dragino Window 1 Sensor,Dragino Window 2 Sensor,humidity,co2,temperature,motion,light,occupancy,soundAvg,soundPeak,ltrCnt,rtlCnt
2023-09-12 11:20:00+00:00,0.0,1.0,0.0,53.0,535.0,26.0,5.0,883.0,1.0,47.0,59.0,1.0,0.0
2023-09-12 11:25:00+00:00,0.0,1.0,0.0,53.0,594.0,26.1,1.0,956.0,2.0,48.0,67.0,4.0,2.0
2023-09-12 11:30:00+00:00,0.0,1.0,0.0,54.0,646.0,26.1,0.0,923.0,2.0,49.0,66.0,0.0,0.0
2023-09-12 11:35:00+00:00,1.0,1.0,0.0,54.0,601.0,26.2,0.0,962.0,1.0,49.0,62.0,0.0,0.0
2023-09-12 11:40:00+00:00,1.0,1.0,0.0,54.0,610.0,26.2,2.0,927.0,1.0,50.0,61.0,0.0,1.0
2023-09-12 11:45:00+00:00,0.0,1.0,0.0,54.0,542.0,26.2,0.0,946.0,1.0,49.0,67.0,0.0,0.0
2023-09-12 11:50:00+00:00,0.0,1.0,0.0,55.0,601.0,26.2,3.0,852.0,2.0,49.0,63.0,2.0,1.0
2023-09-12 11:55:00+00:00,0.0,1.0,0.0,55.0,598.0,26.3,0.0,919.0,2.0,50.0,66.0,0.0,0.0
2023-09-12 12:00:00+00:00,1.0,1.0,0.0,55.0,600.0,26.3,0.0,870.0,2.0,48.0,59.0,0.0,0.0
2023-09-12 12:05:00+00:00,0.0,1.0,0.0,55.0,607.0,26.4,0.0,858.0,1.0,48.0,67.0,0.0,0.0
2023-09-12 12:10:00+00:00,0.0,1.0,0.0,55.0,613.0,26.4,3.0,846.0,2.0,50.0,70.0,0.0,0.0
2023-09-12 12:15:00+00:00,0.0,1.0,0.0,54.0,559.0,26.5,0.0,756.0,2.0,49.0,59.0,0.0,0.0
2023-09-12 12:20:00+00:00,0.0,1.0,0.0,54.0,574.0,26.5,0.0,744.0,2.0,49.0,59.0,0.0,0.0
2023-09-12 12:25:00+00:00,1.0,1.0,0.0,54.0,614.0,26.5,0.0,737.0,2.0,47.0,60.0,0.0,0.0
2023-09-12 12:30:00+00:00,1.0,1.0,0.0,54.0,557.0,26.6,0.0,764.0,1.0,48.0,61.0,0.0,0.0
2023-09-12 12:35:00+00:00,1.0,1.0,0.0,53.0,518.0,26.6,3.0,849.0,1.0,48.0,59.0,0.0,2.0
