Date,openDoors,humidity,co2,temperature,motion,light,soundAvg,soundPeak,openWindows
2023-11-24 03:55:00+00:00,0.0,25.0,506.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:00:00+00:00,0.0,25.0,508.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:05:00+00:00,0.0,25.0,521.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:10:00+00:00,0.0,25.0,508.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:15:00+00:00,0.0,25.0,500.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:20:00+00:00,0.0,25.0,500.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:25:00+00:00,0.0,25.0,519.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:30:00+00:00,0.0,25.0,536.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:35:00+00:00,0.0,25.0,519.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:40:00+00:00,1.0,25.0,507.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 04:45:00+00:00,0.0,25.0,514.0,21.1,0.0,3.0,36.0,66.0,0.0
2023-11-24 04:50:00+00:00,0.0,25.0,520.0,21.1,3.0,3.0,35.0,59.0,0.0
2023-11-24 04:55:00+00:00,0.0,25.0,525.0,21.1,0.0,3.0,34.0,59.0,0.0
2023-11-24 05:00:00+00:00,0.0,25.0,521.0,21.1,0.0,3.0,34.0,59.0,0.0
2023-11-24 05:05:00+00:00,1.0,25.0,529.0,21.1,0.0,2.0,34.0,59.0,0.0
2023-11-24 05:10:00+00:00,1.0,25.0,516.0,21.1,0.0,3.0,44.0,82.0,0.0
2023-11-24 05:15:00+00:00,1.0,25.0,518.0,21.1,9.0,3.0,48.0,67.0,0.0
2023-11-24 05:20:00+00:00,1.0,25.0,519.0,21.2,0.0,3.0,41.0,59.0,0.0
